frac_migration1  frac_migration2  logmhcrit  prob1  prob2  ssfr1  ssfr2  lnprob
0.6579  0.9108  12.3107  0.4652  0.3532  -10.7412  -9.0698  -0.0470
0.8182  0.8182  12.2760  0.6658  0.1010  -11.0158  -9.2336  -0.1106
0.2817  0.9617  12.6282  0.0151  0.5338  -10.8221  -9.6149  -0.1203
0.2224  0.7436  12.6289  0.7720  0.4001  -10.8762  -9.0239  -0.1300
0.5411  0.0790  12.6583  0.8509  0.8762  -11.3442  -9.8053  -0.1834
0.4672  0.6165  12.6545  0.0765  0.3874  -11.0782  -9.9416  -0.0749
0.9277  0.8450  12.3207  0.6113  0.2146  -10.9936  -9.2325  -0.0319
0.2999  0.3097  12.3457  0.4858  0.6497  -11.0194  -9.2874  -0.1110
0.5672  0.8026  12.3300  0.3090  0.9582  -10.9910  -9.4665  -0.2519
0.7259  0.5038  12.4896  0.2811  0.9518  -11.0440  -9.9655  -0.3524
0.1769  0.9660  12.4149  0.0489  0.9819  -11.0052  -9.3698  -0.1472
0.3577  0.1520  12.3871  0.6597  0.2193  -10.9796  -9.9902  -0.1408
0.8611  0.5588  12.5535  0.2311  0.4501  -11.0960  -9.1327  -0.1333
0.3707  0.6338  12.7316  0.7401  0.7426  -10.8175  -9.1825  -0.0766
0.6579  0.9108  12.3107  0.4652  0.3532  -10.7412  -9.0698  -0.0470
0.8182  0.8182  12.2760  0.6658  0.1010  -11.0158  -9.2336  -0.1106
0.2817  0.9617  12.6282  0.0151  0.5338  -10.8221  -9.6149  -0.1203
0.2224  0.7436  12.6289  0.7720  0.4001  -10.8762  -9.0239  -0.1300
0.5411  0.0790  12.6583  0.8509  0.8762  -11.3442  -9.8053  -0.1834
0.4672  0.6165  12.6545  0.0765  0.3874  -11.0782  -9.9416  -0.0749
0.8766  0.8542  12.3450  0.5642  0.2399  -10.9800  -9.2628  -0.0347
0.2999  0.3097  12.3457  0.4858  0.6497  -11.0194  -9.2874  -0.1110
0.5672  0.8026  12.3300  0.3090  0.9582  -10.9910  -9.4665  -0.2519
0.7259  0.5038  12.4896  0.2811  0.9518  -11.0440  -9.9655  -0.3524
0.1769  0.9660  12.4149  0.0489  0.9819  -11.0052  -9.3698  -0.1472
0.3689  0.1992  12.4143  0.6004  0.2364  -10.9896  -9.9852  -0.1303
0.8611  0.5588  12.5535  0.2311  0.4501  -11.0960  -9.1327  -0.1333
0.3707  0.6338  12.7316  0.7401  0.7426  -10.8175  -9.1825  -0.0766
0.6579  0.9108  12.3107  0.4652  0.3532  -10.7412  -9.0698  -0.0470
0.8182  0.8182  12.2760  0.6658  0.1010  -11.0158  -9.2336  -0.1106
0.2817  0.9617  12.6282  0.0151  0.5338  -10.8221  -9.6149  -0.1203
0.2224  0.7436  12.6289  0.7720  0.4001  -10.8762  -9.0239  -0.1300
0.5411  0.0790  12.6583  0.8509  0.8762  -11.3442  -9.8053  -0.1834
0.4672  0.6165  12.6545  0.0765  0.3874  -11.0782  -9.9416  -0.0749
0.9488  0.8412  12.3106  0.6308  0.2042  -10.9992  -9.2200  -0.0295
0.3007  0.2790  12.3324  0.5080  0.6551  -11.0286  -9.2720  -0.1087
0.5614  0.8059  12.3360  0.3031  0.9497  -10.9876  -9.4695  -0.2333
0.7259  0.5038  12.4896  0.2811  0.9518  -11.0440  -9.9655  -0.3524
0.1769  0.9660  12.4149  0.0489  0.9819  -11.0052  -9.3698  -0.1472
0.3689  0.1992  12.4143  0.6004  0.2364  -10.9896  -9.9852  -0.1303
0.8611  0.5588  12.5535  0.2311  0.4501  -11.0960  -9.1327  -0.1333
0.3707  0.6338  12.7316  0.7401  0.7426  -10.8175  -9.1825  -0.0766
0.6579  0.9108  12.3107  0.4652  0.3532  -10.7412  -9.0698  -0.0470
0.7369  0.8143  12.2950  0.5510  0.3695  -11.0069  -9.3083  -0.0579
0.2817  0.9617  12.6282  0.0151  0.5338  -10.8221  -9.6149  -0.1203
0.2224  0.7436  12.6289  0.7720  0.4001  -10.8762  -9.0239  -0.1300
0.5411  0.0790  12.6583  0.8509  0.8762  -11.3442  -9.8053  -0.1834
0.4365  0.6220  12.6790  0.2873  0.5002  -10.9954  -9.7005  -0.0732
0.9488  0.8412  12.3106  0.6308  0.2042  -10.9992  -9.2200  -0.0295
0.3047  0.1368  12.2708  0.6106  0.6804  -11.0716  -9.2006  -0.1055
0.5614  0.8059  12.3360  0.3031  0.9497  -10.9876  -9.4695  -0.2333
0.7259  0.5038  12.4896  0.2811  0.9518  -11.0440  -9.9655  -0.3524
0.1769  0.9660  12.4149  0.0489  0.9819  -11.0052  -9.3698  -0.1472
0.3941  0.3567  12.5130  0.4837  0.3347  -10.9918  -9.8791  -0.1023
0.8549  0.5541  12.5504  0.2353  0.4527  -11.0957  -9.1335  -0.1315
0.3939  0.6548  12.6833  0.6868  0.7679  -10.8382  -9.2176  -0.0754
0.6579  0.9108  12.3107  0.4652  0.3532  -10.7412  -9.0698  -0.0470
0.7517  0.8162  12.2961  0.5566  0.3580  -11.0063  -9.3021  -0.0551
0.2817  0.9617  12.6282  0.0151  0.5338  -10.8221  -9.6149  -0.1203
0.0866  0.7843  12.6458  0.8872  0.3888  -10.8290  -9.0004  -0.3818
0.5411  0.0790  12.6583  0.8509  0.8762  -11.3442  -9.8053  -0.1834
0.4365  0.6220  12.6790  0.2873  0.5002  -10.9954  -9.7005  -0.0732
0.9488  0.8412  12.3106  0.6308  0.2042  -10.9992  -9.2200  -0.0295
0.3047  0.1368  12.2708  0.6106  0.6804  -11.0716  -9.2006  -0.1055
0.5614  0.8059  12.3360  0.3031  0.9497  -10.9876  -9.4695  -0.2333
0.7259  0.5038  12.4896  0.2811  0.9518  -11.0440  -9.9655  -0.3524
0.1769  0.9660  12.4149  0.0489  0.9819  -11.0052  -9.3698  -0.1472
0.4113  0.4030  12.4947  0.4651  0.3980  -10.9914  -9.8370  -0.0906
0.8549  0.5541  12.5504  0.2353  0.4527  -11.0957  -9.1335  -0.1315
0.3939  0.6548  12.6833  0.6868  0.7679  -10.8382  -9.2176  -0.0754
0.5978  0.9252  12.3107  0.4310  0.3839  -10.6880  -9.0388  -0.0507
0.7226  0.8148  12.3114  0.5710  0.3593  -10.9986  -9.2889  -0.0521
0.2817  0.9617  12.6282  0.0151  0.5338  -10.8221  -9.6149  -0.1203
0.0866  0.7843  12.6458  0.8872  0.3888  -10.8290  -9.0004  -0.3818
0.5411  0.0790  12.6583  0.8509  0.8762  -11.3442  -9.8053  -0.1834
0.4710  0.5464  12.6903  0.3479  0.4927  -11.0340  -9.7195  -0.0656
0.9488  0.8412  12.3106  0.6308  0.2042  -10.9992  -9.2200  -0.0295
0.3047  0.1368  12.2708  0.6106  0.6804  -11.0716  -9.2006  -0.1055
0.5614  0.8059  12.3360  0.3031  0.9497  -10.9876  -9.4695  -0.2333
0.7259  0.5038  12.4896  0.2811  0.9518  -11.0440  -9.9655  -0.3524
0.1769  0.9660  12.4149  0.0489  0.9819  -11.0052  -9.3698  -0.1472
0.5186  0.4904  12.4580  0.4982  0.3593  -10.9929  -9.7138  -0.0638
0.8400  0.5483  12.5434  0.2406  0.5101  -11.0897  -9.2292  -0.1643
0.3851  0.6518  12.6892  0.6876  0.7768  -10.8357  -9.2175  -0.0756
0.5978  0.9252  12.3107  0.4310  0.3839  -10.6880  -9.0388  -0.0507
0.8223  0.9766  12.3211  0.5616  0.2827  -10.9812  -9.3100  -0.0412
0.2817  0.9617  12.6282  0.0151  0.5338  -10.8221  -9.6149  -0.1203
0.1402  0.7983  12.6221  0.8635  0.3810  -10.8401  -9.0230  -0.2215
0.4772  0.2965  12.6509  0.6449  0.7918  -11.2155  -9.7584  -0.1071
0.4710  0.5464  12.6903  0.3479  0.4927  -11.0340  -9.7195  -0.0656
0.9488  0.8412  12.3106  0.6308  0.2042  -10.9992  -9.2200  -0.0295
0.3047  0.1368  12.2708  0.6106  0.6804  -11.0716  -9.2006  -0.1055
0.5614  0.8059  12.3360  0.3031  0.9497  -10.9876  -9.4695  -0.2333
0.7259  0.5038  12.4896  0.2811  0.9518  -11.0440  -9.9655  -0.3524
0.1769  0.9660  12.4149  0.0489  0.9819  -11.0052  -9.3698  -0.1472
0.5186  0.4904  12.4580  0.4982  0.3593  -10.9929  -9.7138  -0.0638
0.7946  0.4260  12.6406  0.0777  0.6378  -11.1275  -9.2331  -0.2149
0.3851  0.6518  12.6892  0.6876  0.7768  -10.8357  -9.2175  -0.0756
0.5705  0.8435  12.3925  0.4131  0.4074  -10.7626  -9.1856  -0.0552
0.5713  0.9110  12.4319  0.6727  0.3189  -10.9293  -9.2044  -0.0558
0.2817  0.9617  12.6282  0.0151  0.5338  -10.8221  -9.6149  -0.1203
0.1402  0.7983  12.6221  0.8635  0.3810  -10.8401  -9.0230  -0.2215
0.3906  0.2613  12.6537  0.7995  0.8337  -11.2395  -9.9015  -0.0806
0.4710  0.5464  12.6903  0.3479  0.4927  -11.0340  -9.7195  -0.0656
0.9488  0.8412  12.3106  0.6308  0.2042  -10.9992  -9.2200  -0.0295
0.3047  0.1368  12.2708  0.6106  0.6804  -11.0716  -9.2006  -0.1055
0.5614  0.8059  12.3360  0.3031  0.9497  -10.9876  -9.4695  -0.2333
0.7259  0.5038  12.4896  0.2811  0.9518  -11.0440  -9.9655  -0.3524
0.1769  0.9660  12.4149  0.0489  0.9819  -11.0052  -9.3698  -0.1472
0.5507  0.4528  12.3014  0.5995  0.2694  -10.9652  -9.7099  -0.0692
0.7946  0.4260  12.6406  0.0777  0.6378  -11.1275  -9.2331  -0.2149
0.3851  0.6518  12.6892  0.6876  0.7768  -10.8357  -9.2175  -0.0756
0.5705  0.8435  12.3925  0.4131  0.4074  -10.7626  -9.1856  -0.0552
0.6358  0.9278  12.4034  0.6442  0.3096  -10.9426  -9.2315  -0.0465
0.2817  0.9617  12.6282  0.0151  0.5338  -10.8221  -9.6149  -0.1203
0.1402  0.7983  12.6221  0.8635  0.3810  -10.8401  -9.0230  -0.2215
0.3906  0.2613  12.6537  0.7995  0.8337  -11.2395  -9.9015  -0.0806
0.4710  0.5464  12.6903  0.3479  0.4927  -11.0340  -9.7195  -0.0656
0.9488  0.8412  12.3106  0.6308  0.2042  -10.9992  -9.2200  -0.0295
0.3047  0.1368  12.2708  0.6106  0.6804  -11.0716  -9.2006  -0.1055
0.5614  0.8059  12.3360  0.3031  0.9497  -10.9876  -9.4695  -0.2333
0.7259  0.5038  12.4896  0.2811  0.9518  -11.0440  -9.9655  -0.3524
0.1769  0.9660  12.4149  0.0489  0.9819  -11.0052  -9.3698  -0.1472
0.5507  0.4528  12.3014  0.5995  0.2694  -10.9652  -9.7099  -0.0692
0.7946  0.4260  12.6406  0.0777  0.6378  -11.1275  -9.2331  -0.2149
0.3851  0.6518  12.6892  0.6876  0.7768  -10.8357  -9.2175  -0.0756
0.5705  0.8435  12.3925  0.4131  0.4074  -10.7626  -9.1856  -0.0552
0.6358  0.9278  12.4034  0.6442  0.3096  -10.9426  -9.2315  -0.0465
0.2828  0.9223  12.6111  0.0436  0.5408  -10.8341  -9.5951  -0.1200
0.1402  0.7983  12.6221  0.8635  0.3810  -10.8401  -9.0230  -0.2215
0.3906  0.2613  12.6537  0.7995  0.8337  -11.2395  -9.9015  -0.0806
0.4710  0.5464  12.6903  0.3479  0.4927  -11.0340  -9.7195  -0.0656
0.9488  0.8412  12.3106  0.6308  0.2042  -10.9992  -9.2200  -0.0295
0.3047  0.1368  12.2708  0.6106  0.6804  -11.0716  -9.2006  -0.1055
0.5614  0.8059  12.3360  0.3031  0.9497  -10.9876  -9.4695  -0.2333
0.7259  0.5038  12.4896  0.2811  0.9518  -11.0440  -9.9655  -0.3524
0.1769  0.9660  12.4149  0.0489  0.9819  -11.0052  -9.3698  -0.1472
0.5739  0.4332  12.2833  0.5845  0.2631  -10.9723  -9.7488  -0.0662
0.7851  0.4006  12.6608  0.0437  0.6644  -11.1354  -9.2339  -0.2290
0.3851  0.6518  12.6892  0.6876  0.7768  -10.8357  -9.2175  -0.0756
0.5881  0.8903  12.4006  0.4000  0.3893  -10.7421  -9.1846  -0.0515
0.6358  0.9278  12.4034  0.6442  0.3096  -10.9426  -9.2315  -0.0465
0.2959  0.9207  12.6052  0.0551  0.5341  -10.8373  -9.5877  -0.1151
0.1611  0.8147  12.6199  0.7550  0.4016  -10.8398  -9.0988  -0.1731
0.3906  0.2613  12.6537  0.7995  0.8337  -11.2395  -9.9015  -0.0806
0.4710  0.5464  12.6903  0.3479  0.4927  -11.0340  -9.7195  -0.0656
0.9488  0.8412  12.3106  0.6308  0.2042  -10.9992  -9.2200  -0.0295
0.3047  0.1368  12.2708  0.6106  0.6804  -11.0716  -9.2006  -0.1055
0.5627  0.7683  12.3307  0.3315  0.8804  -10.9860  -9.4977  -0.2052
0.7259  0.5038  12.4896  0.2811  0.9518  -11.0440  -9.9655  -0.3524
0.1769  0.9660  12.4149  0.0489  0.9819  -11.0052  -9.3698  -0.1472
0.5739  0.4332  12.2833  0.5845  0.2631  -10.9723  -9.7488  -0.0662
0.7895  0.3985  12.6604  0.0395  0.6668  -11.1368  -9.2271  -0.2288
0.3851  0.6518  12.6892  0.6876  0.7768  -10.8357  -9.2175  -0.0756
0.5881  0.8903  12.4006  0.4000  0.3893  -10.7421  -9.1846  -0.0515
0.6358  0.9278  12.4034  0.6442  0.3096  -10.9426  -9.2315  -0.0465
0.2959  0.9207  12.6052  0.0551  0.5341  -10.8373  -9.5877  -0.1151
0.1611  0.8147  12.6199  0.7550  0.4016  -10.8398  -9.0988  -0.1731
0.3906  0.2613  12.6537  0.7995  0.8337  -11.2395  -9.9015  -0.0806
0.4710  0.5464  12.6903  0.3479  0.4927  -11.0340  -9.7195  -0.0656
0.9488  0.8412  12.3106  0.6308  0.2042  -10.9992  -9.2200  -0.0295
0.3075  0.1550  12.2856  0.6133  0.6838  -11.0633  -9.2012  -0.1050
0.5627  0.7683  12.3307  0.3315  0.8804  -10.9860  -9.4977  -0.2052
0.6160  0.5963  12.4746  0.2346  0.9578  -11.0362  -9.8463  -0.2814
0.1769  0.9660  12.4149  0.0489  0.9819  -11.0052  -9.3698  -0.1472
0.5655  0.4254  12.3002  0.5944  0.2891  -10.9845  -9.7558  -0.0615
0.8157  0.3558  12.6985  0.0057  0.6422  -11.1543  -9.1958  -0.2271
0.3851  0.6518  12.6892  0.6876  0.7768  -10.8357  -9.2175  -0.0756
0.5881  0.8903  12.4006  0.4000  0.3893  -10.7421  -9.1846  -0.0515
0.6358  0.9278  12.4034  0.6442  0.3096  -10.9426  -9.2315  -0.0465
0.3003  0.8898  12.6075  0.0899  0.5482  -10.8561  -9.6024  -0.1153
0.1611  0.8147  12.6199  0.7550  0.4016  -10.8398  -9.0988  -0.1731
0.3906  0.2613  12.6537  0.7995  0.8337  -11.2395  -9.9015  -0.0806
0.4710  0.5464  12.6903  0.3479  0.4927  -11.0340  -9.7195  -0.0656
0.9488  0.8412  12.3106  0.6308  0.2042  -10.9992  -9.2200  -0.0295
0.3154  0.2055  12.3266  0.6209  0.6933  -11.0402  -9.2029  -0.0990
0.5842  0.7572  12.3260  0.3473  0.8747  -10.9849  -9.5048  -0.2164
0.6160  0.5963  12.4746  0.2346  0.9578  -11.0362  -9.8463  -0.2814
0.1769  0.9660  12.4149  0.0489  0.9819  -11.0052  -9.3698  -0.1472
0.5665  0.4425  12.3015  0.5816  0.3193  -10.9845  -9.7428  -0.0573
0.8157  0.3558  12.6985  0.0057  0.6422  -11.1543  -9.1958  -0.2271
0.3851  0.6518  12.6892  0.6876  0.7768  -10.8357  -9.2175  -0.0756
0.5881  0.8903  12.4006  0.4000  0.3893  -10.7421  -9.1846  -0.0515
0.6358  0.9278  12.4034  0.6442  0.3096  -10.9426  -9.2315  -0.0465
0.3003  0.8898  12.6075  0.0899  0.5482  -10.8561  -9.6024  -0.1153
0.1238  0.8419  12.6083  0.7662  0.3391  -10.8404  -9.0790  -0.2955
0.3906  0.2613  12.6537  0.7995  0.8337  -11.2395  -9.9015  -0.0806
0.4710  0.5464  12.6903  0.3479  0.4927  -11.0340  -9.7195  -0.0656
0.9488  0.8412  12.3106  0.6308  0.2042  -10.9992  -9.2200  -0.0295
0.3154  0.2055  12.3266  0.6209  0.6933  -11.0402  -9.2029  -0.0990
0.8171  0.6378  12.2752  0.5179  0.8134  -10.9734  -9.5821  -0.3250
0.6160  0.5963  12.4746  0.2346  0.9578  -11.0362  -9.8463  -0.2814
0.1990  0.9624  12.4119  0.0655  0.9597  -11.0050  -9.3656  -0.1399
0.5665  0.4425  12.3015  0.5816  0.3193  -10.9845  -9.7428  -0.0573
0.8157  0.3558  12.6985  0.0057  0.6422  -11.1543  -9.1958  -0.2271
0.3851  0.6518  12.6892  0.6876  0.7768  -10.8357  -9.2175  -0.0756
0.5881  0.8903  12.4006  0.4000  0.3893  -10.7421  -9.1846  -0.0515
0.6358  0.9278  12.4034  0.6442  0.3096  -10.9426  -9.2315  -0.0465
0.2478  0.9154  12.6412  0.0464  0.5212  -10.8442  -9.6045  -0.1236
0.1238  0.8419  12.6083  0.7662  0.3391  -10.8404  -9.0790  -0.2955
0.3906  0.2613  12.6537  0.7995  0.8337  -11.2395  -9.9015  -0.0806
0.3865  0.6861  12.6717  0.2338  0.5035  -10.9621  -9.6760  -0.0898
0.9488  0.8412  12.3106  0.6308  0.2042  -10.9992  -9.2200  -0.0295
0.3154  0.2055  12.3266  0.6209  0.6933  -11.0402  -9.2029  -0.0990
0.8437  0.6585  12.2724  0.5112  0.8658  -10.9722  -9.5651  -0.3629
0.6160  0.5963  12.4746  0.2346  0.9578  -11.0362  -9.8463  -0.2814
0.1990  0.9624  12.4119  0.0655  0.9597  -11.0050  -9.3656  -0.1399
0.5665  0.4425  12.3015  0.5816  0.3193  -10.9845  -9.7428  -0.0573
0.8157  0.3558  12.6985  0.0057  0.6422  -11.1543  -9.1958  -0.2271
0.3851  0.6518  12.6892  0.6876  0.7768  -10.8357  -9.2175  -0.0756
0.5881  0.8903  12.4006  0.4000  0.3893  -10.7421  -9.1846  -0.0515
0.6358  0.9278  12.4034  0.6442  0.3096  -10.9426  -9.2315  -0.0465
0.3987  0.8995  12.5701  0.1722  0.4530  -10.8776  -9.5217  -0.0890
0.1297  0.8425  12.6057  0.7616  0.3397  -10.8392  -9.0804  -0.2830
0.3906  0.2613  12.6537  0.7995  0.8337  -11.2395  -9.9015  -0.0806
0.3865  0.6861  12.6717  0.2338  0.5035  -10.9621  -9.6760  -0.0898
0.9488  0.8412  12.3106  0.6308  0.2042  -10.9992  -9.2200  -0.0295
0.3154  0.2055  12.3266  0.6209  0.6933  -11.0402  -9.2029  -0.0990
0.8437  0.6585  12.2724  0.5112  0.8658  -10.9722  -9.5651  -0.3629
0.6332  0.5757  12.4939  0.2150  0.9307  -11.0463  -9.7904  -0.2850
0.1990  0.9624  12.4119  0.0655  0.9597  -11.0050  -9.3656  -0.1399
0.5665  0.4425  12.3015  0.5816  0.3193  -10.9845  -9.7428  -0.0573
0.6548  0.3074  12.5789  0.2036  0.6586  -11.1176  -9.1981  -0.1546
0.3851  0.6518  12.6892  0.6876  0.7768  -10.8357  -9.2175  -0.0756
0.5569  0.8946  12.4084  0.3800  0.4053  -10.7199  -9.1815  -0.0554
0.4649  0.9751  12.4541  0.6515  0.3672  -10.9117  -9.2378  -0.0787
0.3999  0.9209  12.5599  0.1660  0.4479  -10.8690  -9.5062  -0.0892
0.1297  0.8425  12.6057  0.7616  0.3397  -10.8392  -9.0804  -0.2830
0.3906  0.2613  12.6537  0.7995  0.8337  -11.2395  -9.9015  -0.0806
0.3865  0.6861  12.6717  0.2338  0.5035  -10.9621  -9.6760  -0.0898
0.9167  0.8304  12.3322  0.6341  0.2368  -10.9899  -9.2199  -0.0368
0.3154  0.2055  12.3266  0.6209  0.6933  -11.0402  -9.2029  -0.0990
0.8437  0.6585  12.2724  0.5112  0.8658  -10.9722  -9.5651  -0.3629
0.6324  0.5741  12.4917  0.2192  0.9237  -11.0456  -9.7898  -0.2765
0.1990  0.9624  12.4119  0.0655  0.9597  -11.0050  -9.3656  -0.1399
0.5665  0.4425  12.3015  0.5816  0.3193  -10.9845  -9.7428  -0.0573
0.6548  0.3074  12.5789  0.2036  0.6586  -11.1176  -9.1981  -0.1546
0.3525  0.6513  12.7189  0.7002  0.7705  -10.8260  -9.1928  -0.0785
0.5569  0.8946  12.4084  0.3800  0.4053  -10.7199  -9.1815  -0.0554
0.4649  0.9751  12.4541  0.6515  0.3672  -10.9117  -9.2378  -0.0787
0.3999  0.9209  12.5599  0.1660  0.4479  -10.8690  -9.5062  -0.0892
0.0128  0.9428  12.5462  0.7938  0.1136  -10.8461  -9.0213  -0.4960
0.3906  0.2613  12.6537  0.7995  0.8337  -11.2395  -9.9015  -0.0806
0.3758  0.6730  12.6883  0.2246  0.5097  -10.9773  -9.7070  -0.0927
0.9167  0.8304  12.3322  0.6341  0.2368  -10.9899  -9.2199  -0.0368
0.3144  0.1934  12.3160  0.6187  0.6912  -11.0460  -9.2032  -0.0987
0.8437  0.6585  12.2724  0.5112  0.8658  -10.9722  -9.5651  -0.3629
0.6324  0.5741  12.4917  0.2192  0.9237  -11.0456  -9.7898  -0.2765
0.1990  0.9624  12.4119  0.0655  0.9597  -11.0050  -9.3656  -0.1399
0.5665  0.4425  12.3015  0.5816  0.3193  -10.9845  -9.7428  -0.0573
0.6611  0.2317  12.6036  0.1992  0.5834  -11.1380  -9.0301  -0.1227
0.3525  0.6513  12.7189  0.7002  0.7705  -10.8260  -9.1928  -0.0785
0.5569  0.8946  12.4084  0.3800  0.4053  -10.7199  -9.1815  -0.0554
0.4649  0.9751  12.4541  0.6515  0.3672  -10.9117  -9.2378  -0.0787
0.3999  0.9209  12.5599  0.1660  0.4479  -10.8690  -9.5062  -0.0892
0.1514  0.8176  12.4849  0.7407  0.1651  -10.8808  -9.2019  -0.4036
0.3906  0.2613  12.6537  0.7995  0.8337  -11.2395  -9.9015  -0.0806
0.3758  0.6730  12.6883  0.2246  0.5097  -10.9773  -9.7070  -0.0927
0.9167  0.8304  12.3322  0.6341  0.2368  -10.9899  -9.2199  -0.0368
0.3144  0.1934  12.3160  0.6187  0.6912  -11.0460  -9.2032  -0.0987
0.8779  0.6304  12.2562  0.5268  0.9206  -11.0023  -9.6108  -0.4005
0.6324  0.5741  12.4917  0.2192  0.9237  -11.0456  -9.7898  -0.2765
0.1990  0.9624  12.4119  0.0655  0.9597  -11.0050  -9.3656  -0.1399
0.5665  0.4425  12.3015  0.5816  0.3193  -10.9845  -9.7428  -0.0573
0.6611  0.2317  12.6036  0.1992  0.5834  -11.1380  -9.0301  -0.1227
0.3525  0.6513  12.7189  0.7002  0.7705  -10.8260  -9.1928  -0.0785
0.5569  0.8946  12.4084  0.3800  0.4053  -10.7199  -9.1815  -0.0554
0.4649  0.9751  12.4541  0.6515  0.3672  -10.9117  -9.2378  -0.0787
0.3999  0.9209  12.5599  0.1660  0.4479  -10.8690  -9.5062  -0.0892
0.1157  0.8498  12.5007  0.7543  0.1518  -10.8718  -9.1554  -0.4630
0.3906  0.2613  12.6537  0.7995  0.8337  -11.2395  -9.9015  -0.0806
0.3785  0.6763  12.6841  0.2269  0.5081  -10.9735  -9.6992  -0.0912
0.9167  0.8304  12.3322  0.6341  0.2368  -10.9899  -9.2199  -0.0368
0.2631  0.0450  12.2964  0.6693  0.7517  -11.1150  -9.2077  -0.1188
0.9179  0.6545  12.2503  0.5198  0.9980  -11.0045  -9.5938  -0.4385
0.6324  0.5741  12.4917  0.2192  0.9237  -11.0456  -9.7898  -0.2765
0.1990  0.9624  12.4119  0.0655  0.9597  -11.0050  -9.3656  -0.1399
0.5035  0.3728  12.2960  0.5722  0.3341  -10.9836  -9.8368  -0.0720
0.6883  0.2009  12.6087  0.1715  0.6049  -11.1513  -9.0239  -0.1451
0.3176  0.6511  12.7478  0.7113  0.7565  -10.8149  -9.1680  -0.0912
0.5569  0.8946  12.4084  0.3800  0.4053  -10.7199  -9.1815  -0.0554
0.4649  0.9751  12.4541  0.6515  0.3672  -10.9117  -9.2378  -0.0787
0.3714  0.7385  12.5050  0.2708  0.5112  -10.9203  -9.4441  -0.0946
0.2000  0.8801  12.4895  0.7295  0.2038  -10.8815  -9.1753  -0.2810
0.3906  0.2613  12.6537  0.7995  0.8337  -11.2395  -9.9015  -0.0806
0.3784  0.6771  12.6818  0.2275  0.5082  -10.9728  -9.6959  -0.0915
0.9167  0.8304  12.3322  0.6341  0.2368  -10.9899  -9.2199  -0.0368
0.2631  0.0450  12.2964  0.6693  0.7517  -11.1150  -9.2077  -0.1188
0.9179  0.6545  12.2503  0.5198  0.9980  -11.0045  -9.5938  -0.4385
0.6324  0.5741  12.4917  0.2192  0.9237  -11.0456  -9.7898  -0.2765
0.1990  0.9624  12.4119  0.0655  0.9597  -11.0050  -9.3656  -0.1399
0.5329  0.4128  12.2960  0.5603  0.2830  -10.9675  -9.9137  -0.0730
0.6883  0.2009  12.6087  0.1715  0.6049  -11.1513  -9.0239  -0.1451
0.3176  0.6511  12.7478  0.7113  0.7565  -10.8149  -9.1680  -0.0912
0.3314  0.9348  12.4562  0.2208  0.5109  -10.5506  -9.1575  -0.1051
0.4649  0.9751  12.4541  0.6515  0.3672  -10.9117  -9.2378  -0.0787
0.3714  0.7385  12.5050  0.2708  0.5112  -10.9203  -9.4441  -0.0946
0.2563  0.8018  12.5032  0.6652  0.2500  -10.9126  -9.1579  -0.1720
0.3906  0.2613  12.6537  0.7995  0.8337  -11.2395  -9.9015  -0.0806
0.3784  0.6771  12.6818  0.2275  0.5082  -10.9728  -9.6959  -0.0915
0.9167  0.8304  12.3322  0.6341  0.2368  -10.9899  -9.2199  -0.0368
0.2448  0.0383  12.2830  0.6907  0.7580  -11.1134  -9.2157  -0.1287
0.8862  0.6770  12.2646  0.5290  0.9538  -10.9980  -9.5688  -0.4225
0.6274  0.5860  12.4905  0.2320  0.9071  -11.0417  -9.7735  -0.2696
0.1990  0.9624  12.4119  0.0655  0.9597  -11.0050  -9.3656  -0.1399
0.5329  0.4128  12.2960  0.5603  0.2830  -10.9675  -9.9137  -0.0730
0.7561  0.3879  12.5266  0.3089  0.4956  -11.1033  -9.0821  -0.1181
0.3176  0.6511  12.7478  0.7113  0.7565  -10.8149  -9.1680  -0.0912
0.3314  0.9348  12.4562  0.2208  0.5109  -10.5506  -9.1575  -0.1051
0.4649  0.9751  12.4541  0.6515  0.3672  -10.9117  -9.2378  -0.0787
0.3714  0.7385  12.5050  0.2708  0.5112  -10.9203  -9.4441  -0.0946
0.1984  0.7538  12.5168  0.6690  0.2176  -10.9128  -9.1357  -0.2647
0.3961  0.1987  12.6720  0.8532  0.8637  -11.3034  -9.9706  -0.0847
0.3907  0.6823  12.6684  0.1295  0.4579  -11.0048  -9.8029  -0.0924
0.9167  0.8304  12.3322  0.6341  0.2368  -10.9899  -9.2199  -0.0368
0.2448  0.0383  12.2830  0.6907  0.7580  -11.1134  -9.2157  -0.1287
0.8862  0.6770  12.2646  0.5290  0.9538  -10.9980  -9.5688  -0.4225
0.6274  0.5860  12.4905  0.2320  0.9071  -11.0417  -9.7735  -0.2696
0.1990  0.9624  12.4119  0.0655  0.9597  -11.0050  -9.3656  -0.1399
0.5329  0.4128  12.2960  0.5603  0.2830  -10.9675  -9.9137  -0.0730
0.7561  0.3879  12.5266  0.3089  0.4956  -11.1033  -9.0821  -0.1181
0.3176  0.6511  12.7478  0.7113  0.7565  -10.8149  -9.1680  -0.0912
0.3314  0.9348  12.4562  0.2208  0.5109  -10.5506  -9.1575  -0.1051
0.4649  0.9751  12.4541  0.6515  0.3672  -10.9117  -9.2378  -0.0787
