frac_migration1  frac_migration2  logmhcrit  prob1  prob2  ssfr1  ssfr2  lnprob
0.1507  0.4010  12.2686  0.8570  0.1444  -10.5674  -9.6200  -0.4233
0.7574  0.1560  12.4304  0.0876  0.9463  -11.0003  -9.6566  -0.3661
0.7722  0.1324  12.5454  0.1178  0.9530  -10.9554  -9.0821  -0.3761
0.5803  0.5937  12.3488  0.0362  0.7963  -10.6926  -9.2452  -0.1781
0.6105  0.9866  12.3676  0.7508  0.5874  -11.0137  -9.4009  -0.1012
0.0108  0.6370  12.4944  0.0862  0.6222  -10.9542  -9.1884  -0.4960
0.2973  0.5130  12.4719  0.3436  0.4199  -10.8821  -9.0779  -0.1173
0.1964  0.6418  12.3671  0.5583  0.9435  -11.0037  -9.4579  -0.1412
0.9493  0.7444  12.7330  0.8290  0.0376  -10.8608  -9.5827  -0.2623
0.7559  0.5132  12.4028  0.0850  0.1039  -11.2255  -9.1308  -0.1266
0.5922  0.0721  12.2910  0.6402  0.9384  -11.0818  -9.2734  -0.2578
0.9819  0.4622  12.2747  0.3189  0.9960  -11.0688  -9.7832  -0.4570
0.8346  0.0757  12.3399  0.1155  0.6582  -11.3027  -9.9793  -0.2482
0.6639  0.8891  12.4503  0.2052  0.6616  -11.2757  -9.6016  -0.1619
0.1507  0.4010  12.2686  0.8570  0.1444  -10.5674  -9.6200  -0.4233
0.7574  0.1560  12.4304  0.0876  0.9463  -11.0003  -9.6566  -0.3661
0.7722  0.1324  12.5454  0.1178  0.9530  -10.9554  -9.0821  -0.3761
0.5644  0.5892  12.3557  0.0535  0.7751  -10.7033  -9.2357  -0.1555
0.6105  0.9866  12.3676  0.7508  0.5874  -11.0137  -9.4009  -0.1012
0.0108  0.6370  12.4944  0.0862  0.6222  -10.9542  -9.1884  -0.4960
0.2303  0.4118  12.4942  0.2565  0.3840  -10.8540  -9.0089  -0.1300
0.1964  0.6418  12.3671  0.5583  0.9435  -11.0037  -9.4579  -0.1412
0.9493  0.7444  12.7330  0.8290  0.0376  -10.8608  -9.5827  -0.2623
0.7559  0.5132  12.4028  0.0850  0.1039  -11.2255  -9.1308  -0.1266
0.5922  0.0721  12.2910  0.6402  0.9384  -11.0818  -9.2734  -0.2578
0.9819  0.4622  12.2747  0.3189  0.9960  -11.0688  -9.7832  -0.4570
0.8346  0.0757  12.3399  0.1155  0.6582  -11.3027  -9.9793  -0.2482
0.6639  0.8891  12.4503  0.2052  0.6616  -11.2757  -9.6016  -0.1619
0.1507  0.4010  12.2686  0.8570  0.1444  -10.5674  -9.6200  -0.4233
0.7574  0.1560  12.4304  0.0876  0.9463  -11.0003  -9.6566  -0.3661
0.7722  0.1324  12.5454  0.1178  0.9530  -10.9554  -9.0821  -0.3761
0.5644  0.5892  12.3557  0.0535  0.7751  -10.7033  -9.2357  -0.1555
0.6105  0.9866  12.3676  0.7508  0.5874  -11.0137  -9.4009  -0.1012
0.0108  0.6370  12.4944  0.0862  0.6222  -10.9542  -9.1884  -0.4960
0.2303  0.4118  12.4942  0.2565  0.3840  -10.8540  -9.0089  -0.1300
0.1964  0.6418  12.3671  0.5583  0.9435  -11.0037  -9.4579  -0.1412
0.9493  0.7444  12.7330  0.8290  0.0376  -10.8608  -9.5827  -0.2623
0.6267  0.5347  12.4187  0.0852  0.1937  -11.1785  -9.1408  -0.0747
0.5922  0.0721  12.2910  0.6402  0.9384  -11.0818  -9.2734  -0.2578
0.9819  0.4622  12.2747  0.3189  0.9960  -11.0688  -9.7832  -0.4570
0.8346  0.0757  12.3399  0.1155  0.6582  -11.3027  -9.9793  -0.2482
0.6639  0.8891  12.4503  0.2052  0.6616  -11.2757  -9.6016  -0.1619
0.1507  0.4010  12.2686  0.8570  0.1444  -10.5674  -9.6200  -0.4233
0.7574  0.1560  12.4304  0.0876  0.9463  -11.0003  -9.6566  -0.3661
0.7722  0.1324  12.5454  0.1178  0.9530  -10.9554  -9.0821  -0.3761
0.5644  0.5892  12.3557  0.0535  0.7751  -10.7033  -9.2357  -0.1555
0.6105  0.9866  12.3676  0.7508  0.5874  -11.0137  -9.4009  -0.1012
0.0108  0.6370  12.4944  0.0862  0.6222  -10.9542  -9.1884  -0.4960
0.2303  0.4118  12.4942  0.2565  0.3840  -10.8540  -9.0089  -0.1300
0.1964  0.6418  12.3671  0.5583  0.9435  -11.0037  -9.4579  -0.1412
0.9493  0.7444  12.7330  0.8290  0.0376  -10.8608  -9.5827  -0.2623
0.6267  0.5347  12.4187  0.0852  0.1937  -11.1785  -9.1408  -0.0747
0.5849  0.0696  12.2807  0.6614  0.9378  -11.0869  -9.2811  -0.2508
0.9819  0.4622  12.2747  0.3189  0.9960  -11.0688  -9.7832  -0.4570
0.8346  0.0757  12.3399  0.1155  0.6582  -11.3027  -9.9793  -0.2482
0.6639  0.8891  12.4503  0.2052  0.6616  -11.2757  -9.6016  -0.1619
0.1507  0.4010  12.2686  0.8570  0.1444  -10.5674  -9.6200  -0.4233
0.7574  0.1560  12.4304  0.0876  0.9463  -11.0003  -9.6566  -0.3661
0.7722  0.1324  12.5454  0.1178  0.9530  -10.9554  -9.0821  -0.3761
0.5644  0.5892  12.3557  0.0535  0.7751  -10.7033  -9.2357  -0.1555
0.6105  0.9866  12.3676  0.7508  0.5874  -11.0137  -9.4009  -0.1012
0.0108  0.6370  12.4944  0.0862  0.6222  -10.9542  -9.1884  -0.4960
0.2303  0.4118  12.4942  0.2565  0.3840  -10.8540  -9.0089  -0.1300
0.2600  0.6327  12.3651  0.4711  0.9144  -10.9518  -9.4196  -0.1065
0.9493  0.7444  12.7330  0.8290  0.0376  -10.8608  -9.5827  -0.2623
0.6267  0.5347  12.4187  0.0852  0.1937  -11.1785  -9.1408  -0.0747
0.4779  0.1513  12.2777  0.7096  0.7423  -10.9589  -9.3647  -0.0938
0.9819  0.4622  12.2747  0.3189  0.9960  -11.0688  -9.7832  -0.4570
0.8346  0.0757  12.3399  0.1155  0.6582  -11.3027  -9.9793  -0.2482
0.6639  0.8891  12.4503  0.2052  0.6616  -11.2757  -9.6016  -0.1619
0.1507  0.4010  12.2686  0.8570  0.1444  -10.5674  -9.6200  -0.4233
0.7574  0.1560  12.4304  0.0876  0.9463  -11.0003  -9.6566  -0.3661
0.7722  0.1324  12.5454  0.1178  0.9530  -10.9554  -9.0821  -0.3761
0.5644  0.5892  12.3557  0.0535  0.7751  -10.7033  -9.2357  -0.1555
0.6105  0.9866  12.3676  0.7508  0.5874  -11.0137  -9.4009  -0.1012
0.0108  0.6370  12.4944  0.0862  0.6222  -10.9542  -9.1884  -0.4960
0.2914  0.5042  12.4738  0.3360  0.4168  -10.8797  -9.0719  -0.1180
0.2487  0.6343  12.3655  0.4865  0.9196  -10.9610  -9.4264  -0.1144
0.9493  0.7444  12.7330  0.8290  0.0376  -10.8608  -9.5827  -0.2623
0.6267  0.5347  12.4187  0.0852  0.1937  -11.1785  -9.1408  -0.0747
0.4779  0.1513  12.2777  0.7096  0.7423  -10.9589  -9.3647  -0.0938
0.9819  0.4622  12.2747  0.3189  0.9960  -11.0688  -9.7832  -0.4570
0.8346  0.0757  12.3399  0.1155  0.6582  -11.3027  -9.9793  -0.2482
0.5217  0.7422  12.4593  0.2552  0.5681  -11.1245  -9.3994  -0.0700
0.1507  0.4010  12.2686  0.8570  0.1444  -10.5674  -9.6200  -0.4233
0.6975  0.2008  12.4360  0.1196  0.8781  -10.9847  -9.5814  -0.2982
0.7722  0.1324  12.5454  0.1178  0.9530  -10.9554  -9.0821  -0.3761
0.5644  0.5892  12.3557  0.0535  0.7751  -10.7033  -9.2357  -0.1555
0.6105  0.9866  12.3676  0.7508  0.5874  -11.0137  -9.4009  -0.1012
0.0108  0.6370  12.4944  0.0862  0.6222  -10.9542  -9.1884  -0.4960
0.2513  0.4917  12.4912  0.3775  0.3641  -10.9056  -9.0479  -0.1292
0.2463  0.6344  12.3668  0.4825  0.9166  -10.9609  -9.4240  -0.1137
0.9493  0.7444  12.7330  0.8290  0.0376  -10.8608  -9.5827  -0.2623
0.6267  0.5347  12.4187  0.0852  0.1937  -11.1785  -9.1408  -0.0747
0.4487  0.0036  12.2514  0.9309  0.7312  -11.0451  -9.4081  -0.0816
0.9819  0.4622  12.2747  0.3189  0.9960  -11.0688  -9.7832  -0.4570
0.8346  0.0757  12.3399  0.1155  0.6582  -11.3027  -9.9793  -0.2482
0.5217  0.7422  12.4593  0.2552  0.5681  -11.1245  -9.3994  -0.0700
0.1507  0.4010  12.2686  0.8570  0.1444  -10.5674  -9.6200  -0.4233
0.6975  0.2008  12.4360  0.1196  0.8781  -10.9847  -9.5814  -0.2982
0.7722  0.1324  12.5454  0.1178  0.9530  -10.9554  -9.0821  -0.3761
0.5644  0.5892  12.3557  0.0535  0.7751  -10.7033  -9.2357  -0.1555
0.6105  0.9866  12.3676  0.7508  0.5874  -11.0137  -9.4009  -0.1012
0.0108  0.6370  12.4944  0.0862  0.6222  -10.9542  -9.1884  -0.4960
0.2513  0.4917  12.4912  0.3775  0.3641  -10.9056  -9.0479  -0.1292
0.2463  0.6344  12.3668  0.4825  0.9166  -10.9609  -9.4240  -0.1137
0.9493  0.7444  12.7330  0.8290  0.0376  -10.8608  -9.5827  -0.2623
0.6267  0.5347  12.4187  0.0852  0.1937  -11.1785  -9.1408  -0.0747
0.4487  0.0036  12.2514  0.9309  0.7312  -11.0451  -9.4081  -0.0816
0.6603  0.5201  12.3474  0.2418  0.8722  -11.0308  -9.5862  -0.2722
0.8346  0.0757  12.3399  0.1155  0.6582  -11.3027  -9.9793  -0.2482
0.5217  0.7422  12.4593  0.2552  0.5681  -11.1245  -9.3994  -0.0700
0.1247  0.3937  12.2604  0.8992  0.1417  -10.5340  -9.6462  -0.4566
0.6975  0.2008  12.4360  0.1196  0.8781  -10.9847  -9.5814  -0.2982
0.7722  0.1324  12.5454  0.1178  0.9530  -10.9554  -9.0821  -0.3761
0.5644  0.5892  12.3557  0.0535  0.7751  -10.7033  -9.2357  -0.1555
0.6105  0.9866  12.3676  0.7508  0.5874  -11.0137  -9.4009  -0.1012
0.0108  0.6370  12.4944  0.0862  0.6222  -10.9542  -9.1884  -0.4960
0.2513  0.4917  12.4912  0.3775  0.3641  -10.9056  -9.0479  -0.1292
0.2463  0.6344  12.3668  0.4825  0.9166  -10.9609  -9.4240  -0.1137
0.9493  0.7444  12.7330  0.8290  0.0376  -10.8608  -9.5827  -0.2623
0.6267  0.5347  12.4187  0.0852  0.1937  -11.1785  -9.1408  -0.0747
0.4487  0.0036  12.2514  0.9309  0.7312  -11.0451  -9.4081  -0.0816
0.7732  0.4998  12.3219  0.2689  0.9156  -11.0442  -9.6553  -0.3623
0.8346  0.0757  12.3399  0.1155  0.6582  -11.3027  -9.9793  -0.2482
0.3639  0.7414  12.3583  0.0434  0.7639  -11.2218  -9.3317  -0.0767
0.1247  0.3937  12.2604  0.8992  0.1417  -10.5340  -9.6462  -0.4566
0.6975  0.2008  12.4360  0.1196  0.8781  -10.9847  -9.5814  -0.2982
0.7722  0.1324  12.5454  0.1178  0.9530  -10.9554  -9.0821  -0.3761
0.5644  0.5892  12.3557  0.0535  0.7751  -10.7033  -9.2357  -0.1555
0.6105  0.9866  12.3676  0.7508  0.5874  -11.0137  -9.4009  -0.1012
0.0108  0.6370  12.4944  0.0862  0.6222  -10.9542  -9.1884  -0.4960
0.2513  0.4917  12.4912  0.3775  0.3641  -10.9056  -9.0479  -0.1292
0.2463  0.6344  12.3668  0.4825  0.9166  -10.9609  -9.4240  -0.1137
0.9493  0.7444  12.7330  0.8290  0.0376  -10.8608  -9.5827  -0.2623
0.6261  0.5512  12.4168  0.1095  0.2081  -11.1725  -9.1503  -0.0702
0.4487  0.0036  12.2514  0.9309  0.7312  -11.0451  -9.4081  -0.0816
0.7603  0.5021  12.3248  0.2658  0.9107  -11.0426  -9.6474  -0.3508
0.8295  0.0853  12.3402  0.1143  0.6604  -11.2915  -9.9654  -0.2474
0.3639  0.7414  12.3583  0.0434  0.7639  -11.2218  -9.3317  -0.0767
0.1247  0.3937  12.2604  0.8992  0.1417  -10.5340  -9.6462  -0.4566
0.6975  0.2008  12.4360  0.1196  0.8781  -10.9847  -9.5814  -0.2982
0.7722  0.1324  12.5454  0.1178  0.9530  -10.9554  -9.0821  -0.3761
0.4828  0.7442  12.3605  0.0348  0.8104  -10.5224  -9.0113  -0.1172
0.6105  0.9866  12.3676  0.7508  0.5874  -11.0137  -9.4009  -0.1012
0.0108  0.6370  12.4944  0.0862  0.6222  -10.9542  -9.1884  -0.4960
0.2513  0.4917  12.4912  0.3775  0.3641  -10.9056  -9.0479  -0.1292
0.2190  0.6347  12.3816  0.4365  0.8824  -10.9601  -9.3966  -0.1336
0.9493  0.7444  12.7330  0.8290  0.0376  -10.8608  -9.5827  -0.2623
0.6261  0.5512  12.4168  0.1095  0.2081  -11.1725  -9.1503  -0.0702
0.4487  0.0036  12.2514  0.9309  0.7312  -11.0451  -9.4081  -0.0816
0.7603  0.5021  12.3248  0.2658  0.9107  -11.0426  -9.6474  -0.3508
0.8295  0.0853  12.3402  0.1143  0.6604  -11.2915  -9.9654  -0.2474
0.3639  0.7414  12.3583  0.0434  0.7639  -11.2218  -9.3317  -0.0767
0.1247  0.3937  12.2604  0.8992  0.1417  -10.5340  -9.6462  -0.4566
0.6605  0.2332  12.4628  0.1211  0.9392  -10.8988  -9.4738  -0.3028
0.7722  0.1324  12.5454  0.1178  0.9530  -10.9554  -9.0821  -0.3761
0.4828  0.7442  12.3605  0.0348  0.8104  -10.5224  -9.0113  -0.1172
0.6105  0.9866  12.3676  0.7508  0.5874  -11.0137  -9.4009  -0.1012
0.0108  0.6370  12.4944  0.0862  0.6222  -10.9542  -9.1884  -0.4960
0.2513  0.4917  12.4912  0.3775  0.3641  -10.9056  -9.0479  -0.1292
0.2190  0.6347  12.3816  0.4365  0.8824  -10.9601  -9.3966  -0.1336
0.7991  0.7272  12.6948  0.7101  0.1312  -10.8758  -9.5196  -0.0758
0.6810  0.5435  12.4099  0.1116  0.1712  -11.1919  -9.1469  -0.0770
0.4532  0.1020  12.2659  0.8118  0.7417  -10.9756  -9.3554  -0.0842
0.8107  0.6379  12.2551  0.3388  0.8963  -11.1153  -9.7351  -0.3661
0.8295  0.0853  12.3402  0.1143  0.6604  -11.2915  -9.9654  -0.2474
0.3639  0.7414  12.3583  0.0434  0.7639  -11.2218  -9.3317  -0.0767
0.1247  0.3937  12.2604  0.8992  0.1417  -10.5340  -9.6462  -0.4566
0.6605  0.2332  12.4628  0.1211  0.9392  -10.8988  -9.4738  -0.3028
0.7722  0.1324  12.5454  0.1178  0.9530  -10.9554  -9.0821  -0.3761
0.5079  0.7360  12.3524  0.0581  0.8170  -10.5678  -9.0667  -0.1374
0.6105  0.9866  12.3676  0.7508  0.5874  -11.0137  -9.4009  -0.1012
0.0174  0.6378  12.4961  0.0914  0.6181  -10.9535  -9.1912  -0.4960
0.2513  0.4917  12.4912  0.3775  0.3641  -10.9056  -9.0479  -0.1292
0.2333  0.6453  12.3793  0.3975  0.8706  -10.9861  -9.3902  -0.1260
0.7991  0.7272  12.6948  0.7101  0.1312  -10.8758  -9.5196  -0.0758
0.6810  0.5435  12.4099  0.1116  0.1712  -11.1919  -9.1469  -0.0770
0.4532  0.1020  12.2659  0.8118  0.7417  -10.9756  -9.3554  -0.0842
0.7440  0.6534  12.2705  0.2948  0.8765  -11.1312  -9.6749  -0.3268
0.8295  0.0853  12.3402  0.1143  0.6604  -11.2915  -9.9654  -0.2474
0.3639  0.7414  12.3583  0.0434  0.7639  -11.2218  -9.3317  -0.0767
0.1247  0.3937  12.2604  0.8992  0.1417  -10.5340  -9.6462  -0.4566
0.6605  0.2332  12.4628  0.1211  0.9392  -10.8988  -9.4738  -0.3028
0.7702  0.1414  12.5425  0.1176  0.9359  -10.9606  -9.0835  -0.3663
0.5079  0.7360  12.3524  0.0581  0.8170  -10.5678  -9.0667  -0.1374
0.6041  0.9954  12.3564  0.7522  0.6029  -11.0184  -9.3969  -0.1067
0.0174  0.6378  12.4961  0.0914  0.6181  -10.9535  -9.1912  -0.4960
0.2513  0.4917  12.4912  0.3775  0.3641  -10.9056  -9.0479  -0.1292
0.1905  0.6855  12.3663  0.4198  0.8654  -10.9881  -9.4146  -0.1435
0.7991  0.7272  12.6948  0.7101  0.1312  -10.8758  -9.5196  -0.0758
0.6810  0.5435  12.4099  0.1116  0.1712  -11.1919  -9.1469  -0.0770
0.4532  0.1020  12.2659  0.8118  0.7417  -10.9756  -9.3554  -0.0842
0.7440  0.6534  12.2705  0.2948  0.8765  -11.1312  -9.6749  -0.3268
0.8295  0.0853  12.3402  0.1143  0.6604  -11.2915  -9.9654  -0.2474
0.3639  0.7414  12.3583  0.0434  0.7639  -11.2218  -9.3317  -0.0767
0.1247  0.3937  12.2604  0.8992  0.1417  -10.5340  -9.6462  -0.4566
0.6602  0.2300  12.4634  0.1212  0.9471  -10.8957  -9.4772  -0.3101
0.7702  0.1414  12.5425  0.1176  0.9359  -10.9606  -9.0835  -0.3663
0.5053  0.7336  12.3538  0.0614  0.8123  -10.5712  -9.0665  -0.1339
0.6041  0.9954  12.3564  0.7522  0.6029  -11.0184  -9.3969  -0.1067
0.0174  0.6378  12.4961  0.0914  0.6181  -10.9535  -9.1912  -0.4960
0.2513  0.4917  12.4912  0.3775  0.3641  -10.9056  -9.0479  -0.1292
0.1905  0.6855  12.3663  0.4198  0.8654  -10.9881  -9.4146  -0.1435
0.7991  0.7272  12.6948  0.7101  0.1312  -10.8758  -9.5196  -0.0758
0.6810  0.5435  12.4099  0.1116  0.1712  -11.1919  -9.1469  -0.0770
0.4532  0.1020  12.2659  0.8118  0.7417  -10.9756  -9.3554  -0.0842
0.7440  0.6534  12.2705  0.2948  0.8765  -11.1312  -9.6749  -0.3268
0.8295  0.0853  12.3402  0.1143  0.6604  -11.2915  -9.9654  -0.2474
0.3639  0.7414  12.3583  0.0434  0.7639  -11.2218  -9.3317  -0.0767
0.1247  0.3937  12.2604  0.8992  0.1417  -10.5340  -9.6462  -0.4566
0.6602  0.2300  12.4634  0.1212  0.9471  -10.8957  -9.4772  -0.3101
0.7736  0.0752  12.5776  0.0947  0.9436  -10.9385  -9.0070  -0.3716
0.4619  0.6923  12.3773  0.1154  0.7358  -10.6283  -9.0633  -0.0860
0.6041  0.9954  12.3564  0.7522  0.6029  -11.0184  -9.3969  -0.1067
0.0174  0.6378  12.4961  0.0914  0.6181  -10.9535  -9.1912  -0.4960
0.2513  0.4917  12.4912  0.3775  0.3641  -10.9056  -9.0479  -0.1292
0.0912  0.6830  12.3622  0.5312  0.9128  -11.1197  -9.5431  -0.1293
0.8478  0.7256  12.7325  0.7848  0.0603  -10.8370  -9.5406  -0.1991
0.6810  0.5435  12.4099  0.1116  0.1712  -11.1919  -9.1469  -0.0770
0.4685  0.1114  12.2804  0.7610  0.7568  -10.9697  -9.3644  -0.0938
0.7440  0.6534  12.2705  0.2948  0.8765  -11.1312  -9.6749  -0.3268
0.8295  0.0853  12.3402  0.1143  0.6604  -11.2915  -9.9654  -0.2474
0.3639  0.7414  12.3583  0.0434  0.7639  -11.2218  -9.3317  -0.0767
0.1247  0.3937  12.2604  0.8992  0.1417  -10.5340  -9.6462  -0.4566
0.6602  0.2300  12.4634  0.1212  0.9471  -10.8957  -9.4772  -0.3101
0.7736  0.0752  12.5776  0.0947  0.9436  -10.9385  -9.0070  -0.3716
0.4619  0.6923  12.3773  0.1154  0.7358  -10.6283  -9.0633  -0.0860
0.6041  0.9954  12.3564  0.7522  0.6029  -11.0184  -9.3969  -0.1067
0.0174  0.6378  12.4961  0.0914  0.6181  -10.9535  -9.1912  -0.4960
0.2513  0.4917  12.4912  0.3775  0.3641  -10.9056  -9.0479  -0.1292
0.0270  0.6693  12.3632  0.6459  0.9479  -11.0957  -9.5929  -0.4809
0.8478  0.7256  12.7325  0.7848  0.0603  -10.8370  -9.5406  -0.1991
0.6810  0.5435  12.4099  0.1116  0.1712  -11.1919  -9.1469  -0.0770
0.5818  0.0184  12.2870  0.7155  0.9596  -11.1133  -9.2715  -0.2611
0.7440  0.6534  12.2705  0.2948  0.8765  -11.1312  -9.6749  -0.3268
0.8295  0.0853  12.3402  0.1143  0.6604  -11.2915  -9.9654  -0.2474
0.3639  0.7414  12.3583  0.0434  0.7639  -11.2218  -9.3317  -0.0767
0.1247  0.3937  12.2604  0.8992  0.1417  -10.5340  -9.6462  -0.4566
0.6602  0.2300  12.4634  0.1212  0.9471  -10.8957  -9.4772  -0.3101
0.7736  0.0752  12.5776  0.0947  0.9436  -10.9385  -9.0070  -0.3716
0.4619  0.6923  12.3773  0.1154  0.7358  -10.6283  -9.0633  -0.0860
0.6275  0.9380  12.3420  0.6755  0.6488  -11.0373  -9.4435  -0.1375
0.0174  0.6378  12.4961  0.0914  0.6181  -10.9535  -9.1912  -0.4960
0.2513  0.4917  12.4912  0.3775  0.3641  -10.9056  -9.0479  -0.1292
0.0270  0.6693  12.3632  0.6459  0.9479  -11.0957  -9.5929  -0.4809
0.8478  0.7256  12.7325  0.7848  0.0603  -10.8370  -9.5406  -0.1991
0.6810  0.5435  12.4099  0.1116  0.1712  -11.1919  -9.1469  -0.0770
0.5925  0.0067  12.2830  0.7273  0.9660  -11.1163  -9.2730  -0.2698
0.7440  0.6534  12.2705  0.2948  0.8765  -11.1312  -9.6749  -0.3268
0.8295  0.0853  12.3402  0.1143  0.6604  -11.2915  -9.9654  -0.2474
0.3639  0.7414  12.3583  0.0434  0.7639  -11.2218  -9.3317  -0.0767
0.1247  0.3937  12.2604  0.8992  0.1417  -10.5340  -9.6462  -0.4566
0.6602  0.2300  12.4634  0.1212  0.9471  -10.8957  -9.4772  -0.3101
0.7736  0.0752  12.5776  0.0947  0.9436  -10.9385  -9.0070  -0.3716
0.4619  0.6923  12.3773  0.1154  0.7358  -10.6283  -9.0633  -0.0860
0.6275  0.9380  12.3420  0.6755  0.6488  -11.0373  -9.4435  -0.1375
0.0174  0.6378  12.4961  0.0914  0.6181  -10.9535  -9.1912  -0.4960
0.2513  0.4917  12.4912  0.3775  0.3641  -10.9056  -9.0479  -0.1292
0.0270  0.6693  12.3632  0.6459  0.9479  -11.0957  -9.5929  -0.4809
0.8478  0.7256  12.7325  0.7848  0.0603  -10.8370  -9.5406  -0.1991
0.6810  0.5435  12.4099  0.1116  0.1712  -11.1919  -9.1469  -0.0770
0.5925  0.0067  12.2830  0.7273  0.9660  -11.1163  -9.2730  -0.2698
0.7440  0.6534  12.2705  0.2948  0.8765  -11.1312  -9.6749  -0.3268
0.8295  0.0853  12.3402  0.1143  0.6604  -11.2915  -9.9654  -0.2474
0.3639  0.7414  12.3583  0.0434  0.7639  -11.2218  -9.3317  -0.0767
0.1247  0.3937  12.2604  0.8992  0.1417  -10.5340  -9.6462  -0.4566
0.6602  0.2300  12.4634  0.1212  0.9471  -10.8957  -9.4772  -0.3101
0.7736  0.0752  12.5776  0.0947  0.9436  -10.9385  -9.0070  -0.3716
0.4619  0.6923  12.3773  0.1154  0.7358  -10.6283  -9.0633  -0.0860
0.6206  0.9891  12.3333  0.7484  0.7106  -11.0173  -9.4819  -0.1607
0.0174  0.6378  12.4961  0.0914  0.6181  -10.9535  -9.1912  -0.4960
0.2513  0.4917  12.4912  0.3775  0.3641  -10.9056  -9.0479  -0.1292
0.0270  0.6693  12.3632  0.6459  0.9479  -11.0957  -9.5929  -0.4809
0.8478  0.7256  12.7325  0.7848  0.0603  -10.8370  -9.5406  -0.1991
0.6810  0.5435  12.4099  0.1116  0.1712  -11.1919  -9.1469  -0.0770
0.5925  0.0067  12.2830  0.7273  0.9660  -11.1163  -9.2730  -0.2698
0.7440  0.6534  12.2705  0.2948  0.8765  -11.1312  -9.6749  -0.3268
0.8295  0.0853  12.3402  0.1143  0.6604  -11.2915  -9.9654  -0.2474
0.3639  0.7414  12.3583  0.0434  0.7639  -11.2218  -9.3317  -0.0767
0.1247  0.3937  12.2604  0.8992  0.1417  -10.5340  -9.6462  -0.4566
0.6602  0.2300  12.4634  0.1212  0.9471  -10.8957  -9.4772  -0.3101
0.7736  0.0752  12.5776  0.0947  0.9436  -10.9385  -9.0070  -0.3716
0.4619  0.6923  12.3773  0.1154  0.7358  -10.6283  -9.0633  -0.0860
0.6206  0.9891  12.3333  0.7484  0.7106  -11.0173  -9.4819  -0.1607
0.0174  0.6378  12.4961  0.0914  0.6181  -10.9535  -9.1912  -0.4960
0.2513  0.4917  12.4912  0.3775  0.3641  -10.9056  -9.0479  -0.1292
0.0270  0.6693  12.3632  0.6459  0.9479  -11.0957  -9.5929  -0.4809
0.8478  0.7256  12.7325  0.7848  0.0603  -10.8370  -9.5406  -0.1991
0.6810  0.5435  12.4099  0.1116  0.1712  -11.1919  -9.1469  -0.0770
0.5925  0.0067  12.2830  0.7273  0.9660  -11.1163  -9.2730  -0.2698
0.7440  0.6534  12.2705  0.2948  0.8765  -11.1312  -9.6749  -0.3268
0.8295  0.0853  12.3402  0.1143  0.6604  -11.2915  -9.9654  -0.2474
0.3738  0.7275  12.3579  0.0449  0.7617  -11.2233  -9.3451  -0.0767
0.1247  0.3937  12.2604  0.8992  0.1417  -10.5340  -9.6462  -0.4566
0.6602  0.2300  12.4634  0.1212  0.9471  -10.8957  -9.4772  -0.3101
0.7736  0.0752  12.5776  0.0947  0.9436  -10.9385  -9.0070  -0.3716
0.4619  0.6923  12.3773  0.1154  0.7358  -10.6283  -9.0633  -0.0860
0.6206  0.9891  12.3333  0.7484  0.7106  -11.0173  -9.4819  -0.1607
0.0174  0.6378  12.4961  0.0914  0.6181  -10.9535  -9.1912  -0.4960
0.2513  0.4917  12.4912  0.3775  0.3641  -10.9056  -9.0479  -0.1292
0.0270  0.6693  12.3632  0.6459  0.9479  -11.0957  -9.5929  -0.4809
0.8089  0.7258  12.7017  0.7240  0.1180  -10.8688  -9.5245  -0.0916
0.6810  0.5435  12.4099  0.1116  0.1712  -11.1919  -9.1469  -0.0770
0.5925  0.0067  12.2830  0.7273  0.9660  -11.1163  -9.2730  -0.2698
0.7440  0.6534  12.2705  0.2948  0.8765  -11.1312  -9.6749  -0.3268
0.8295  0.0853  12.3402  0.1143  0.6604  -11.2915  -9.9654  -0.2474
0.3738  0.7275  12.3579  0.0449  0.7617  -11.2233  -9.3451  -0.0767
0.1247  0.3937  12.2604  0.8992  0.1417  -10.5340  -9.6462  -0.4566
0.6602  0.2300  12.4634  0.1212  0.9471  -10.8957  -9.4772  -0.3101
0.7736  0.0752  12.5776  0.0947  0.9436  -10.9385  -9.0070  -0.3716
0.4327  0.6907  12.3763  0.1510  0.7500  -10.6597  -9.0989  -0.0801
0.6206  0.9891  12.3333  0.7484  0.7106  -11.0173  -9.4819  -0.1607
0.0174  0.6378  12.4961  0.0914  0.6181  -10.9535  -9.1912  -0.4960
0.2513  0.4917  12.4912  0.3775  0.3641  -10.9056  -9.0479  -0.1292
0.0270  0.6693  12.3632  0.6459  0.9479  -11.0957  -9.5929  -0.4809
0.8089  0.7258  12.7017  0.7240  0.1180  -10.8688  -9.5245  -0.0916
0.6810  0.5435  12.4099  0.1116  0.1712  -11.1919  -9.1469  -0.0770
0.5925  0.0067  12.2830  0.7273  0.9660  -11.1163  -9.2730  -0.2698
0.7440  0.6534  12.2705  0.2948  0.8765  -11.1312  -9.6749  -0.3268
0.8295  0.0853  12.3402  0.1143  0.6604  -11.2915  -9.9654  -0.2474
0.3738  0.7275  12.3579  0.0449  0.7617  -11.2233  -9.3451  -0.0767
0.1247  0.3937  12.2604  0.8992  0.1417  -10.5340  -9.6462  -0.4566
0.6602  0.2300  12.4634  0.1212  0.9471  -10.8957  -9.4772  -0.3101
